"Title","Source","Date","Url","Category"
"Westpac Profit Dips as CEO Miller Sees Rates Challenging Clients","Bloomberg",2025-02-16 15:44:58,https://www.bloomberg.com/news/articles/2025-02-16/westpac-profit-dips-as-ceo-miller-sees-rates-challenging-clients,Market
"a2 Milk Lifts Revenue Guidance on Chinese Infant Formula Demand","Bloomberg",2025-02-16 15:42:25,https://www.bloomberg.com/news/articles/2025-02-16/a2-milk-lifts-revenue-guidance-on-chinese-infant-formula-demand,Market
"Hedge-Fund Bears Risk Being Burned by Resilient Aussie Dollar","Bloomberg",2025-02-16 15:00:00,https://www.bloomberg.com/news/articles/2025-02-16/hedge-fund-bears-risk-being-burned-by-resilient-aussie-dollar,Market
"Coffee is in 'perfect price storm,' and it's starting to hit wallets","Yahoo Finance",2025-02-16 14:32:23,https://finance.yahoo.com/news/coffee-is-in-a-perfect-price-storm--and-its-finally-starting-to-hit-your-wallet-165111722.html,Market
"Warren: Only Congress — not Trump or Musk — can 'get rid of the CFPB'","Yahoo Finance",2025-02-16 14:31:50,https://finance.yahoo.com/news/warren-only-congress--not-trump-or-musk--can-get-rid-of-the-cfpb-215056930.html,Market
"Diamondback Nears Permian Deal to Buy Shale Producer Double Eagle","Bloomberg",2025-02-16 14:29:03,https://www.bloomberg.com/news/articles/2025-02-16/diamondback-is-said-to-near-permian-deal-to-buy-double-eagle,Market
"Is the stock market open tomorrow? Is the post office closed on Presidents Day?","MarketWatch",2025-02-16 13:40:00,https://www.marketwatch.com/story/is-the-stock-market-open-on-presidents-day-will-the-post-office-deliver-mail-4c96ad8b?mod=mw_rss_topstories,Market
"‘Trump trades’ like the dollar and bitcoin are stalling, while Chinese stocks race ahead","MarketWatch",2025-02-16 12:49:45,https://www.marketwatch.com/story/trump-trades-like-the-dollar-and-bitcoin-are-stalling-while-chinese-stocks-are-racing-ahead-4a6fb644,Market
"Trump’s Top Economic Aide Plans Regular Talks With Fed’s Powell","Bloomberg",2025-02-16 12:18:17,https://www.bloomberg.com/news/articles/2025-02-16/trump-s-top-economic-aide-plans-regular-talks-with-fed-s-powell,Market
"‘Trump trades’ like the dollar and bitcoin are stalling, while Chinese stocks are racing ahead","MarketWatch",2025-02-16 12:00:00,https://www.marketwatch.com/story/trump-trades-like-the-dollar-and-bitcoin-are-stalling-while-chinese-stocks-are-racing-ahead-4a6fb644?mod=mw_rss_topstories,Market
"‘Sometimes, I can’t pay all my bills’: I’ve been trying to put money aside for a European vacation. My therapist says no. Who’s right?","MarketWatch",2025-02-16 10:45:00,https://www.marketwatch.com/story/sometimes-i-cant-pay-all-my-bills-ive-been-trying-to-put-money-aside-for-a-european-vacation-my-therapist-says-no-whos-right-3e6e48e8?mod=mw_rss_topstories,Market
"Mali Retrieves 49 Bodies After Artisanal Gold Mine Collapsed","Bloomberg",2025-02-16 10:34:30,https://www.bloomberg.com/news/articles/2025-02-16/mali-retrieves-49-bodies-after-artisanal-gold-mine-collapsed,Market
"Car loans, credit card debt drive more Americans to seek debt relief","Yahoo Finance",2025-02-16 10:11:31,https://finance.yahoo.com/news/americans-have-always-sought-debt-relief-after-the-holidays-now-their-struggle-is-year-round-150057204.html,Market
"Trump’s Tariffs Are a Mystery, So Investors Keep Buying Stocks","Bloomberg",2025-02-16 10:00:42,https://www.bloomberg.com/news/articles/2025-02-16/trump-s-tariffs-are-a-mystery-so-investors-keep-buying-stocks,Market
"Can anything stop Walmart’s rally? Maybe high expectations, some analysts say.","MarketWatch",2025-02-16 10:00:00,https://www.marketwatch.com/story/can-anything-stop-walmarts-rally-maybe-high-expectations-some-analysts-say-b80f7c79?mod=mw_rss_topstories,Market
"Netanyahu Touts US Support, Echoes Trump’s Warning to Hamas","Bloomberg",2025-02-16 09:31:28,https://www.bloomberg.com/news/articles/2025-02-16/netanyahu-touts-us-support-echoes-trump-s-warning-to-hamas,Market
"‘Your choice of partner is the biggest financial decision you’ll make’: Here are the Moneyist’s 5 worst dating stories","MarketWatch",2025-02-16 09:18:00,https://www.marketwatch.com/story/your-choice-of-partner-is-the-biggest-financial-decision-youll-make-here-are-the-moneyists-5-worst-dating-stories-1ce73cd8?mod=mw_rss_topstories,Market
"The 5 biggest self-defeating mistakes investors make in trying to beat the market","CNBC",2025-02-16 09:05:14,https://www.cnbc.com/2025/02/16/the-5-biggest-self-defeating-mistakes-investors-make-in-market.html,Market
"Super Bowl Ads Highlight Growing Craze for Cold Coffee at Home","Bloomberg",2025-02-16 09:00:00,https://www.bloomberg.com/news/articles/2025-02-16/super-bowl-ads-highlight-growing-craze-for-cold-coffee-at-home,Market
"Opinion: Trump reciprocal tariffs should terrify bulls in Apple, Amazon, and other tech plays","Yahoo Finance",2025-02-16 08:38:16,https://finance.yahoo.com/news/why-trump-reciprocal-tariffs-should-terrify-bulls-in-apple-amazon-and-other-tech-plays-133025192.html,Market
"Iraqi Kurdistan Oil Exports May Resume in March, KRG Leader Says","Bloomberg",2025-02-16 08:16:02,https://www.bloomberg.com/news/articles/2025-02-16/iraqi-kurdistan-oil-exports-may-resume-in-march-krg-leader-says,Market
"Rise of Dollar Forwards Builds Risk for Asia’s Central Banks","Bloomberg",2025-02-16 07:00:00,https://www.bloomberg.com/news/articles/2025-02-16/rise-of-dollar-forwards-builds-risk-for-asia-s-central-banks,Market
"Wall St Week Ahead Walmart to shed light on consumer health as inflation bites, tariffs swirl","Reuters",2025-02-16 06:48:33,https://www.reuters.com/markets/us/wall-st-week-ahead-walmart-shed-light-consumer-health-inflation-bites-tariffs-2025-02-14/,Market
"China says more Spanish firms welcome to tap its market","Reuters",2025-02-16 06:40:07,https://www.reuters.com/markets/china-says-more-spanish-firms-welcome-tap-its-market-2025-02-15/,Market
"Marvel’s New ‘Captain America’ Is No. 1, Despite Poor Reviews","The New York Times",2025-02-16 05:01:59,https://www.nytimes.com/2025/02/16/business/captain-america-marvel-box-office.html,Market
"How Trump’s One-for-One Tariff Plan Threatens the Global Economy","The New York Times",2025-02-16 05:01:52,https://www.nytimes.com/2025/02/16/business/trump-tariffs-global-economy.html,Market
"How Pet Parrots Started a War Inside an NYC Apartment Building","The New York Times",2025-02-16 05:01:00,https://www.nytimes.com/2025/02/16/business/nyc-apartment-dispute-parrots.html,Market
"Plans to protect UK steel industry as tariff threat looms","BBC",2025-02-16 04:38:53,https://www.bbc.com/news/articles/cx2483zrz0zo,Market
"Equity Bulls Risk Sleepwalking Into German Election-Fueled Drop","Bloomberg",2025-02-16 03:00:00,https://www.bloomberg.com/news/articles/2025-02-16/equity-bulls-risk-sleepwalking-into-german-election-fueled-drop,Market
"PBOC’s Pan Says Price Growth, Consumer Demand ‘Can Be Stronger’","Bloomberg",2025-02-16 02:49:25,https://www.bloomberg.com/news/articles/2025-02-16/pboc-s-pan-says-price-growth-consumer-demand-can-be-stronger,Market
"Saudi PIF Arm Looks Beyond Riyadh to Boost Tourism Ambitions","Bloomberg",2025-02-16 02:00:00,https://www.bloomberg.com/news/articles/2025-02-16/saudi-pif-arm-looks-beyond-riyadh-to-boost-tourism-ambitions,Market
"Congo Says Its Soldiers Ousted Rwanda-Backed Rebels in Key City","Bloomberg",2025-02-16 01:49:40,https://www.bloomberg.com/news/articles/2025-02-16/congo-says-its-soldiers-ousted-rwanda-backed-rebels-in-key-city,Market
"Saudi PIF-Backed Mecca Developer Seeks $523 Million From IPO","Bloomberg",2025-02-16 01:38:38,https://www.bloomberg.com/news/articles/2025-02-16/saudi-pif-backed-mecca-developer-seeks-523-million-from-ipo,Market
"KKR Makes New Bid for Fund Manager Perpetual, AFR Reports","Bloomberg",2025-02-16 01:20:18,https://www.bloomberg.com/news/articles/2025-02-16/kkr-makes-new-bid-for-fund-manager-perpetual-afr-reports,Market
"Japan Seeks Exemption From Trump’s Reciprocal Trade Tariffs","Bloomberg",2025-02-15 22:02:53,https://www.bloomberg.com/news/articles/2025-02-16/japan-seeks-exemption-from-trump-s-reciprocal-trade-tariffs,Market
"DeepSeek Drives $1.3 Trillion China Stock Rally as Funds Pile In","Bloomberg",2025-02-15 19:20:33,https://www.bloomberg.com/news/articles/2025-02-16/deepseek-drives-1-3-trillion-china-stock-rally-as-funds-pile-in,Market
"Amazon Union Push Falls Short at North Carolina Warehouse","The New York Times",2025-02-15 17:40:38,https://www.nytimes.com/2025/02/15/business/economy/amazon-union-garner-warehouse.html,Market
"Amazon Warehouse Workers Decline to Join Union in North Carolina","Bloomberg",2025-02-15 16:03:31,https://www.bloomberg.com/news/articles/2025-02-15/amazon-warehouse-workers-decline-to-join-union-in-north-carolina,Market
"Junk Bond Guru Sees Rising Distress Ahead as Banks Tighten Lending","Bloomberg",2025-02-15 15:00:00,https://www.bloomberg.com/news/articles/2025-02-15/junk-bond-guru-fridson-sees-rising-distress-ahead-credit-weekly,Market
"Lexus, Buick top J.D. Power's latest car dependability survey","Yahoo Finance",2025-02-15 14:57:41,https://finance.yahoo.com/news/lexus-buick-top-jd-powers-latest-car-dependability-survey-with-volkswagen-chrysler-lagging-behind-160004587.html,Market
"Scholz Says EU Will Hit Back on Trump Tariffs But Deal Is Better","Bloomberg",2025-02-15 14:32:23,https://www.bloomberg.com/news/articles/2025-02-15/scholz-says-eu-will-hit-back-on-trump-tariffs-but-deal-is-better,Market
"Germany’s Merz Signals Openness to Common EU Defense Borrowing","Bloomberg",2025-02-15 14:03:21,https://www.bloomberg.com/news/articles/2025-02-15/germany-s-merz-signals-openness-to-common-eu-defense-borrowing,Market
"Italy’s Poste Buys Telecom Italia Stake With Government Blessing","Bloomberg",2025-02-15 12:41:40,https://www.bloomberg.com/news/articles/2025-02-15/italy-s-poste-buys-telecom-italia-stake-with-government-blessing,Market
"Africa’s Richest Man Plans $400 Million Expansion of Ethiopia Cement Plant","Bloomberg",2025-02-15 11:56:55,https://www.bloomberg.com/news/articles/2025-02-15/dangote-plans-400-million-expansion-of-ethiopia-cement-plant,Market
"Corporate America’s Souring Profit Outlook Clouds Equity Rally","Bloomberg",2025-02-15 11:56:00,https://www.bloomberg.com/news/articles/2025-02-15/corporate-america-s-souring-profit-outlook-clouds-equity-rally,Market
"Peru’s Economy Grew 3.3% in 2024, Cementing Recession Recovery","Bloomberg",2025-02-15 11:55:28,https://www.bloomberg.com/news/articles/2025-02-15/peru-s-economy-grew-3-3-in-2024-cementing-recession-recovery,Market
"More Musk-like 'Dexits' pose fresh threat to Delaware's corporation crown","Yahoo Finance",2025-02-15 11:08:13,https://finance.yahoo.com/news/more-musk-like-dexits-pose-fresh-threat-to-delawares-corporation-crown-153056633.html,Market
"Opinion: Trump won't be able to blame Biden for inflation forever","Yahoo Finance",2025-02-15 11:07:04,https://finance.yahoo.com/news/this-week-in-trumponomics-somebody-elses-inflation-150013810.html,Market
"More Americans with government loans are falling behind on mortgages","Yahoo Finance",2025-02-15 10:08:07,https://finance.yahoo.com/news/more-americans-with-government-loans-are-falling-behind-on-their-mortgages-a-warning-sign-for-consumer-health-132508489.html,Market
"Iraq Works to Resume Oil Flows to Turkey After $19 Billion Loss","Bloomberg",2025-02-15 09:41:47,https://www.bloomberg.com/news/articles/2025-02-15/iraq-works-to-resume-oil-flows-to-turkey-after-19-billion-loss,Market
"Wall Street's DEI dilemma deepens as Dimon calls some expenses 'stupid'","Yahoo Finance",2025-02-15 09:37:16,https://finance.yahoo.com/news/wall-streets-diversity-dilemma-deepens-as-jpmorgans-dimon-sounds-off-on-stupid-dei-expenses-143000294.html,Market
"Trump Media losses surge as it hands staff $107 million in stock","Yahoo Finance",2025-02-15 09:03:16,https://finance.yahoo.com/news/trump-media-losses-surge-hands-005629776.html,Market
"Houston’s Oldest Refinery Is Shutting. It Won’t be the Last.","Bloomberg",2025-02-15 09:00:00,https://www.bloomberg.com/news/articles/2025-02-15/houston-s-oldest-refinery-is-shutting-it-won-t-be-the-last,Market
"Netflix Puzzle Provider Keesing Being Put Up for Sale, FT Says","Bloomberg",2025-02-15 08:37:55,https://www.bloomberg.com/news/articles/2025-02-15/netflix-puzzle-provider-keesing-being-put-up-for-sale-ft-says,Market
"Retirement investors are thinking about Social Security in the wrong way, says index fund legend","CNBC",2025-02-15 08:24:34,https://www.cnbc.com/2025/02/15/investors-are-thinking-about-social-security-income-the-wrong-way.html,Market
"Why Trump’s Takedown of an Anti-Bribery Law Could Backfire","The New York Times",2025-02-15 08:00:02,https://www.nytimes.com/2025/02/15/business/dealbook/why-trumps-takedown-of-an-anti-bribery-law-could-backfire.html,Market
"Reddit continues to show the flip side of AI","Yahoo Finance",2025-02-15 07:35:07,https://finance.yahoo.com/news/reddit-continues-to-show-the-flip-side-of-ai-chart-of-the-week-110048225.html,Market
"Uncertainty About Economic Policy Is Hampering Business Decisions","The New York Times",2025-02-15 05:02:11,https://www.nytimes.com/2025/02/15/business/economy/business-uncertainty-economic-policy.html,Market
"Medicare Doesn’t Pay for Everything: How to Bridge the Cost Gap","The New York Times",2025-02-15 05:00:50,https://www.nytimes.com/2025/02/15/business/medicare-medigap-advantage.html,Market
"It’s ‘too early to tell’ where Trump’s tariffs are going,’ Adam Johnson says","Fox Business",2025-02-14 23:41:39,https://www.foxbusiness.com/video/6368862937112,Market
"Milei Pushes Crypto Token, Then Deletes Post Amid Fears of Scam","Bloomberg",2025-02-14 23:05:44,https://www.bloomberg.com/news/articles/2025-02-15/milei-pushes-crypto-token-then-deletes-post-amid-fears-of-scam,Market
"US retail sales post biggest drop in nearly two years amid winter freeze","Reuters",2025-02-14 21:11:57,https://www.reuters.com/markets/us/us-retail-sales-fall-sharply-january-2025-02-14/,Market
"New York Stock Exchange to launch branch in Texas","Fox Business",2025-02-14 21:10:51,https://www.foxbusiness.com/video/6368860544112,Market
"Alcohol stocks go dry","Fox Business",2025-02-14 21:10:51,https://www.foxbusiness.com/video/6368862141112,Market
"Rubio, Philippines’ Manalo Discuss South China Sea Coordination","Bloomberg",2025-02-14 20:33:21,https://www.bloomberg.com/news/articles/2025-02-15/rubio-philippines-manalo-discuss-south-china-sea-coordination,Market
"Trump Media Losses Surge as It Hands Staff $107 Million in Stock","Bloomberg",2025-02-14 19:56:29,https://www.bloomberg.com/news/articles/2025-02-15/trump-media-losses-surge-as-it-hands-staff-107-million-in-stock,Market
"Stock Market News, Feb. 14, 2025: S&P Falls Short of Record; Treasury Yields Decline","WSJ",2025-02-14 19:18:51,https://www.wsj.com/finance,Market
"Why don't Europeans buy more American cars?","BBC",2025-02-14 17:54:48,https://www.bbc.com/news/articles/cq8kn5v37wxo,Market
"Trump’s Washington Is Opening Its Doors to Eager Fintech Firms","Bloomberg",2025-02-14 17:29:20,https://www.bloomberg.com/news/articles/2025-02-14/trump-s-washington-is-opening-its-doors-to-eager-fintech-firms,Market
"Fearless Wall Street Traders Refuse to Panic as Tariff War Rages","Bloomberg",2025-02-14 17:24:15,https://www.bloomberg.com/news/articles/2025-02-14/fearless-wall-street-traders-refuse-to-panic-as-trade-war-flares,Market
"Meta is the clear winner among 'Magnificent 7' — for now","Yahoo Finance",2025-02-14 17:19:45,https://finance.yahoo.com/news/meta-platforms-stock-just-closed-higher-for-the-20th-straight-day-214737588.html,Market
"Nvidia shakes up portfolio, lifting some stocks and sinking others","Yahoo Finance",2025-02-14 17:19:12,https://finance.yahoo.com/news/nvidia-shakes-up-stock-portfolio-cratering-serve-robotics-and-sending-weride-soaring-155911446.html,Market
"Buffett Sold More BofA Stock While Keeping Apple Stake Intact","Bloomberg",2025-02-14 16:42:45,https://www.bloomberg.com/news/articles/2025-02-14/buffett-sold-more-bofa-stock-while-keeping-apple-stake-intact,Market
"Judge Declines To Halt Trump's Firing Of Inspectors General","Zero Hedge",2025-02-16 19:50:00,https://www.zerohedge.com/political/judge-declines-halt-trumps-firing-inspectors-general,Blog
"Eggstortion! How US Food Prices Have Surged Since Biden Was Elected","Zero Hedge",2025-02-16 19:15:00,https://www.zerohedge.com/economics/eggstortion-how-us-food-prices-have-surged-biden-was-elected,Blog
"Hotels: Occupancy Rate Decreased 0.5% Year-over-year","Calculated Risk",2025-02-16 18:31:00,http://www.calculatedriskblog.com/2025/02/hotels-occupancy-rate-decreased-05-year.html,Blog
"""You're A Moron, Chris"": Dem Senator Tricked By Parody Account, Drops F-Bombs Against ""Trump Regime"" Over AOC Arrest Post","Zero Hedge",2025-02-16 18:05:00,https://www.zerohedge.com/political/youre-moron-chris-dem-senator-tricked-parody-account-drops-f-bombs-against-trump-regime,Blog
"The Power of Persistence","Trader Feed",2025-02-16 17:51:39,https://traderfeed.blogspot.com/2025/02/the-power-of-persistence.html,Blog
"California Rejects State Farm's Rate Increase Request Amid LA Fire Claims","Zero Hedge",2025-02-16 17:30:00,https://www.zerohedge.com/political/california-rejects-state-farms-rate-increase-request-amid-la-fire-claims,Blog
"Why is Trump Leading the Ukraine-Russia Peace Talks Without the EU?","Mish's Global Economic Trend Analysis",2025-02-16 17:06:16,https://mishtalk.com/economics/why-is-trump-leading-the-ukraine-russia-peace-talks-without-the-eu/,Blog
"CBS Host Says Hitler 'Weaponized Free Speech' To Commit Holocaust, Gets Shut Down By Rubio","Zero Hedge",2025-02-16 16:55:00,https://www.zerohedge.com/political/cbs-host-says-hitler-weaponized-free-speech-commit-holocaust-gets-shut-down-rubio,Blog
"Newsom Indicates He Will Veto Bill Blocking State Prisons From Working With ICE","Zero Hedge",2025-02-16 16:20:00,https://www.zerohedge.com/political/newsom-indicates-he-will-veto-bill-blocking-state-prisons-working-ice,Blog
"More Like 'Inaction Network': Nationwide Tesla Protest Flops As 'Rent-A-Protester' Goes MIA","Zero Hedge",2025-02-16 15:45:00,https://www.zerohedge.com/technology/more-action-network-nationwide-tesla-protest-flops-rent-protester-goes-mia,Blog
"""Taking Away Everything We Have"": Democrats & Unions Launch An Existential Fight Over Buyouts","Zero Hedge",2025-02-16 15:10:00,https://www.zerohedge.com/political/taking-away-everything-we-have-democrats-unions-launch-existential-fight-over-buyouts,Blog
"""Let's Do It"": Rand Paul Supports Fort Knox Physical Audit After ZeroHedge Suggestion Goes Viral","Zero Hedge",2025-02-16 14:35:00,https://www.zerohedge.com/political/lets-do-it-rand-paul-supports-fort-knox-physical-audit-after-zerohedge-suggestion-goes,Blog
"TDS-Addled CNN Reporter Shares Link To Accused Murderer Mangione's Defense Fund","Zero Hedge",2025-02-16 14:00:00,https://www.zerohedge.com/political/tds-addled-cnn-reporter-shares-link-accused-murderer-mangiones-defense-fund,Blog
"A Reminder To Live  - Sunday Reads And Listens","Howard Lindzon",2025-02-16 12:46:13,https://www.howardlindzon.com/p/a-reminder-to-live-sunday-reads-and-listens,Blog
"Sunday links: fighting over a dead squirrel","Abnormal Returns",2025-02-16 11:49:15,https://abnormalreturns.com/2025/02/16/sunday-links-fighting-over-a-dead-squirrel/,Blog
"Did the Covid-19 Deniers Win?","Angry Bear",2025-02-16 11:40:15,https://angrybearblog.com/2025/02/did-the-covid-19-deniers-win,Blog
"Will the next Wuhan be in the US?","Angry Bear",2025-02-16 09:48:03,https://angrybearblog.com/2025/02/will-the-next-wuhan-be-in-the-us,Blog
"Realtor.com Reports Active Inventory Up 27.5% YoY","Calculated Risk",2025-02-16 09:09:00,http://www.calculatedriskblog.com/2025/02/realtorcom-reports-active-inventory-up.html,Blog
"DraftKings: Q4 Earnings, Bold 2025 Ambition But A Corresponding Valuation (Rating Downgrade)","Seeking Alpha",2025-02-16 08:30:00,https://seekingalpha.com/article/4758778-draftkings-q4-bold-2025-ambition-but-corresponding-valuation?source=feed_tag_editors_picks,Blog
"Vance Shocks Europe by Supporting AfD and Blasting EU’s Lack of Free Speech","Mish's Global Economic Trend Analysis",2025-02-16 08:30:00,https://mishtalk.com/economics/vance-shocks-europe-by-supporting-afd-and-blasting-eus-lack-of-free-speech/,Blog
"Top clicks this week on Abnormal Returns","Abnormal Returns",2025-02-16 08:23:08,https://abnormalreturns.com/2025/02/16/top-clicks-this-week-on-abnormal-returns-787/,Blog
"federal government should regulate business","Angry Bear",2025-02-16 07:30:00,https://angrybearblog.com/2025/02/federal-government-should-regulate-business,Blog
"Homeowner Insurance Catastrophe Impact","Angry Bear",2025-02-16 07:00:00,https://angrybearblog.com/2025/02/homeowner-insurance-catastrophe-impact,Blog
"The DOGE Job Cuts Are a Threat to Republican Districts Too","Mish's Global Economic Trend Analysis",2025-02-15 18:20:47,https://mishtalk.com/economics/the-doge-job-cuts-are-a-threat-to-republican-districts-too/,Blog
"Poor Retail Sales Reduced GDP Estimate for 2025 Q1 by 0.75 PP","Mish's Global Economic Trend Analysis",2025-02-15 14:14:38,https://mishtalk.com/economics/poor-retail-sales-reduced-gdp-estimate-for-2025-q1-by-0-75-pp/,Blog
"Real Estate Newsletter Articles this Week: Mortgage Delinquencies Increase, Foreclosures Remain Low","Calculated Risk",2025-02-15 14:11:00,http://www.calculatedriskblog.com/2025/02/real-estate-newsletter-articles-this_01169382933.html,Blog
"Measles and Christian heresy","Angry Bear",2025-02-15 11:45:31,https://angrybearblog.com/2025/02/measles-and-christian-heresy,Blog
"As If There is a Comparison?","Angry Bear",2025-02-15 10:52:48,https://angrybearblog.com/2025/02/as-if-there-is-a-comparison,Blog
"‘Currency Wars’ Predictions Come True","Daily Reckoning",2025-02-15 10:30:18,https://dailyreckoning.com/currency-wars-predictions-come-true/,Blog
"5 Revelations From Chair Powell's Semiannual Congressional Testimony","Seeking Alpha",2025-02-15 10:00:01,https://seekingalpha.com/article/4758765-5-revelations-from-chair-powell-semiannual-congressional-testimony?source=feed_tag_editors_picks,Blog
"National insecurity","Angry Bear",2025-02-15 09:41:37,https://angrybearblog.com/2025/02/national-insecurity,Blog
"Riot Platforms: Recent Catalysts And Q4 Earnings Preview","Seeking Alpha",2025-02-15 09:00:00,https://seekingalpha.com/article/4758702-riot-platforms-recent-catalysts-q4-earnings-preview?source=feed_tag_editors_picks,Blog
"d'Amico International Shipping S.A.: Tough Road Ahead","Seeking Alpha",2025-02-15 09:00:00,https://seekingalpha.com/article/4758732-damico-international-shipping-tough-road-ahead?source=feed_tag_editors_picks,Blog
"Saturday links: medicine and baseball","Abnormal Returns",2025-02-15 08:53:09,https://abnormalreturns.com/2025/02/15/saturday-links-medicine-and-baseball/,Blog
"Industrial Production Jumps 0.5 Percent But Details Are Ugly","Mish's Global Economic Trend Analysis",2025-02-15 08:30:00,https://mishtalk.com/economics/industrial-production-jumps-0-5-percent-but-details-are-ugly/,Blog
"Undercovered Dozen: Celanese, NovaGold Resources, Granite Ridge, Plains GP +","Seeking Alpha",2025-02-15 08:30:00,https://seekingalpha.com/article/4758634-undercovered-dozen-celanese-novagold-resources-granite-ridge-plains-gp-plus?source=feed_tag_editors_picks,Blog
"Schedule for Week of February 16, 2025","Calculated Risk",2025-02-15 08:11:00,http://www.calculatedriskblog.com/2025/02/schedule-for-week-of-february-16-2025.html,Blog
"Book Bits: 15 February 2025","The Capital Spectator",2025-02-15 07:57:44,https://www.capitalspectator.com/book-bits-15-february-2025/,Blog
"Call It What it is, a Silent Coup","Angry Bear",2025-02-15 07:00:00,https://angrybearblog.com/2025/02/call-it-what-it-is-a-silent-coup,Blog
"Disney: 2025 Deep-Dive Reveals A Wonderful Business And A Real Undervaluation","Seeking Alpha",2025-02-15 05:43:41,https://seekingalpha.com/article/4758740-disney-2025-deep-dive-reveals-a-wonderful-business-and-a-real-undervaluation?source=feed_tag_editors_picks,Blog
"The Stability-Instability Paradox","Real Investment Advice",2025-02-15 04:04:54,https://realinvestmentadvice.com/resources/blog/the-stability-instability-paradox/,Blog
"Hermès: New Geographies And Non-Leather Categories Support A Strong 'Hold'","Seeking Alpha",2025-02-14 23:45:39,https://seekingalpha.com/article/4758683-hermes-stock-new-geographies-non-leather-categories-support-strong-hold?source=feed_tag_editors_picks,Blog
"February 14th COVID Update: COVID in Wastewater Moving Sideways","Calculated Risk",2025-02-14 19:01:00,http://www.calculatedriskblog.com/2025/02/february-14th-covid-update-covid-in.html,Blog
"Comparing Food Price Inflation Under Trump vs Biden, What’s Cooking?","Mish's Global Economic Trend Analysis",2025-02-14 18:24:53,https://mishtalk.com/economics/comparing-food-price-inflation-under-trump-vs-biden-whats-cooking/,Blog
